raceId,year,round,circuitId,race_name,date,time,races_url,circuitRef,circuit_name,location,country,lat,lng,circuits_url
33,2008,16,16,Japanese Grand Prix,2008-10-12,04:30:00,http://en.wikipedia.org/wiki/2008_Japanese_Grand_Prix,fuji,Fuji Speedway,Oyama,Japan,35.3717,138.92700000000002,http://en.wikipedia.org/wiki/Fuji_Speedway
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix,fuji,Fuji Speedway,Oyama,Japan,35.3717,138.92700000000002,http://en.wikipedia.org/wiki/Fuji_Speedway
559,1977,17,16,Japanese Grand Prix,1977-10-23,0,http://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix,fuji,Fuji Speedway,Oyama,Japan,35.3717,138.92700000000002,http://en.wikipedia.org/wiki/Fuji_Speedway
575,1976,16,16,Japanese Grand Prix,1976-10-24,0,http://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix,fuji,Fuji Speedway,Oyama,Japan,35.3717,138.92700000000002,http://en.wikipedia.org/wiki/Fuji_Speedway
42,2007,7,19,United States Grand Prix,2007-06-17,17:00:00,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
62,2006,10,19,United States Grand Prix,2006-07-02,14:00:00,http://en.wikipedia.org/wiki/2006_United_States_Grand_Prix,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
79,2005,9,19,United States Grand Prix,2005-06-19,14:00:00,http://en.wikipedia.org/wiki/2005_United_States_Grand_Prix,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
98,2004,9,19,United States Grand Prix,2004-06-20,0,http://en.wikipedia.org/wiki/2004_United_States_Grand_Prix,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
122,2003,15,19,United States Grand Prix,2003-09-28,0,http://en.wikipedia.org/wiki/2003_United_States_Grand_Prix,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
139,2002,16,19,United States Grand Prix,2002-09-29,0,http://en.wikipedia.org/wiki/2002_United_States_Grand_Prix,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
156,2001,16,19,United States Grand Prix,2001-09-30,0,http://en.wikipedia.org/wiki/2001_United_States_Grand_Prix,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
172,2000,15,19,United States Grand Prix,2000-09-24,0,http://en.wikipedia.org/wiki/2000_United_States_Grand_Prix,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
748,1960,3,19,Indianapolis 500,1960-05-30,0,http://en.wikipedia.org/wiki/1960_Indianapolis_500,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
757,1959,2,19,Indianapolis 500,1959-05-30,0,http://en.wikipedia.org/wiki/1959_Indianapolis_500,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
768,1958,4,19,Indianapolis 500,1958-05-30,0,http://en.wikipedia.org/wiki/1958_Indianapolis_500,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
778,1957,3,19,Indianapolis 500,1957-05-30,0,http://en.wikipedia.org/wiki/1957_Indianapolis_500,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
786,1956,3,19,Indianapolis 500,1956-05-30,0,http://en.wikipedia.org/wiki/1956_Indianapolis_500,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
